timestamp,memory_mb,label
1765704290.3631775,28.21,before_alloc
1765704290.4477286,156.33,after_alloc
1765704290.460099,28.62,before_alloc
1765704290.5438254,156.63,after_alloc
1765704290.6188838,28.63,before_alloc
1765704290.7039945,156.64,after_alloc
1765704290.714043,28.74,before_alloc
1765704290.7987592,156.75,after_alloc
1765704290.8242,28.76,before_alloc
1765704290.9086485,156.77,after_alloc
1765704290.944772,28.77,before_alloc
1765704291.0304105,156.80,after_alloc
1765704291.0424957,28.80,before_alloc
1765704291.1264455,156.80,after_alloc
1765704291.1465538,28.81,before_alloc
1765704291.2317278,156.82,after_alloc
1765704291.2513845,28.81,before_alloc
1765704291.3366756,156.82,after_alloc
1765704291.3837156,28.81,before_alloc
1765704291.4674015,156.82,after_alloc
1765704291.4771585,28.81,before_alloc
1765704291.5602984,156.82,after_alloc
1765704291.570335,28.81,before_alloc
1765704291.655684,156.82,after_alloc
1765704291.6867676,28.81,before_alloc
1765704291.774067,156.82,after_alloc
1765704291.7927535,28.81,before_alloc
1765704291.8786817,156.82,after_alloc
1765704291.8885026,28.81,before_alloc
1765704291.9721847,156.82,after_alloc
1765704291.9819324,28.81,before_alloc
1765704292.0654633,156.82,after_alloc
1765704292.1006782,28.81,before_alloc
1765704292.184723,156.82,after_alloc
1765704292.2267992,28.81,before_alloc
1765704292.3124838,156.82,after_alloc
1765704292.3228369,28.81,before_alloc
1765704292.40844,156.82,after_alloc
1765704292.4186912,28.81,before_alloc
1765704292.5041618,156.82,after_alloc
1765704292.5181584,28.81,before_alloc
1765704292.603424,156.82,after_alloc
1765704292.709943,28.81,before_alloc
1765704292.7952392,156.82,after_alloc
1765704292.8051593,28.82,before_alloc
1765704292.8899379,156.82,after_alloc
1765704293.060014,28.82,before_alloc
1765704293.14507,156.82,after_alloc
1765704293.1549416,28.82,before_alloc
1765704293.240364,156.82,after_alloc
1765704293.250369,28.82,before_alloc
1765704293.3343534,156.82,after_alloc
1765704293.3722804,28.82,before_alloc
1765704293.4563022,156.82,after_alloc
1765704293.4672608,28.82,before_alloc
1765704293.5512218,156.82,after_alloc
1765704293.6114469,28.82,before_alloc
1765704293.6956654,156.82,after_alloc
1765704293.7051172,28.82,before_alloc
1765704293.7894104,156.82,after_alloc
1765704293.7989266,28.82,before_alloc
1765704293.8836389,156.82,after_alloc
1765704294.0905738,28.82,before_alloc
1765704294.1751034,156.82,after_alloc
1765704294.1845176,28.82,before_alloc
1765704294.2689805,156.82,after_alloc
1765704294.3398855,28.82,before_alloc
1765704294.4256463,156.82,after_alloc
1765704294.4412544,28.82,before_alloc
1765704294.526496,156.82,after_alloc
1765704294.5368443,28.82,before_alloc
1765704294.6212149,156.82,after_alloc
1765704294.6313863,28.82,before_alloc
1765704294.7169657,156.82,after_alloc
1765704294.7467375,28.82,before_alloc
1765704294.8322494,156.82,after_alloc
1765704294.8853135,28.82,before_alloc
1765704294.9711673,156.82,after_alloc
1765704294.9889138,28.82,before_alloc
1765704295.074041,156.82,after_alloc
1765704295.1181571,28.82,before_alloc
1765704295.2029786,156.82,after_alloc
1765704295.213759,28.82,before_alloc
1765704295.2989895,156.82,after_alloc
1765704295.336554,28.82,before_alloc
1765704295.4211843,156.82,after_alloc
1765704295.4567087,28.82,before_alloc
1765704295.5410018,156.83,after_alloc
1765704295.590822,28.82,before_alloc
1765704295.6765308,156.83,after_alloc
1765704295.6962793,28.82,before_alloc
1765704295.7801988,156.83,after_alloc
1765704295.887531,28.82,before_alloc
1765704295.971973,156.83,after_alloc
1765704295.9815996,28.82,before_alloc
1765704296.0654051,156.83,after_alloc
1765704296.0749469,28.82,before_alloc
1765704296.1596484,156.83,after_alloc
1765704296.2466655,28.82,before_alloc
1765704296.3308089,156.83,after_alloc
1765704296.3418238,28.82,before_alloc
1765704296.4257908,156.83,after_alloc
1765704296.4815962,28.82,before_alloc
1765704296.5668006,156.83,after_alloc
1765704296.5766115,28.82,before_alloc
1765704296.6603978,156.83,after_alloc
1765704296.78619,28.82,before_alloc
1765704296.869509,156.83,after_alloc
1765704296.8791296,28.82,before_alloc
1765704296.96311,156.83,after_alloc
1765704296.974185,28.82,before_alloc
1765704297.058545,156.83,after_alloc
1765704297.0953217,28.82,before_alloc
1765704297.1791306,156.83,after_alloc
1765704297.19094,28.82,before_alloc
1765704297.2759867,156.83,after_alloc
1765704297.358732,28.82,before_alloc
1765704297.4439764,156.83,after_alloc
1765704297.4539971,28.82,before_alloc
1765704297.5389798,156.83,after_alloc
1765704297.5808668,28.82,before_alloc
1765704297.6650705,156.83,after_alloc
1765704297.6830487,28.82,before_alloc
1765704297.7674992,156.83,after_alloc
1765704297.8206182,28.82,before_alloc
1765704297.9050004,156.83,after_alloc
1765704297.918557,28.82,before_alloc
1765704298.0038264,156.83,after_alloc
1765704298.1299303,28.82,before_alloc
1765704298.2151873,156.83,after_alloc
1765704298.2264686,28.82,before_alloc
1765704298.3125663,156.83,after_alloc
1765704298.3448012,28.82,before_alloc
1765704298.4298768,156.83,after_alloc
1765704298.4396088,28.82,before_alloc
1765704298.5249653,156.83,after_alloc
1765704298.6140575,28.82,before_alloc
1765704298.6994336,156.83,after_alloc
1765704298.7108152,28.82,before_alloc
1765704298.7957058,156.83,after_alloc
1765704298.805458,28.82,before_alloc
1765704298.8910496,156.83,after_alloc
1765704298.9010792,28.82,before_alloc
1765704298.9866822,156.83,after_alloc
1765704299.0207472,28.82,before_alloc
1765704299.1044989,156.83,after_alloc
1765704299.1518233,28.82,before_alloc
1765704299.2357225,156.83,after_alloc
1765704299.2711265,28.82,before_alloc
1765704299.355119,156.83,after_alloc
1765704299.3655365,28.83,before_alloc
1765704299.4490664,156.83,after_alloc
1765704299.5406187,28.83,before_alloc
1765704299.624918,156.83,after_alloc
1765704299.635703,28.83,before_alloc
1765704299.7194881,156.83,after_alloc
1765704299.7687004,28.83,before_alloc
1765704299.8542624,156.83,after_alloc
1765704299.8639758,28.83,before_alloc
1765704299.9495056,156.83,after_alloc
1765704299.9865212,28.83,before_alloc
1765704300.0708833,156.83,after_alloc
1765704300.1835794,28.83,before_alloc
1765704300.267154,156.83,after_alloc
1765704300.2800338,28.83,before_alloc
1765704300.3660107,156.83,after_alloc
1765704300.3776226,28.83,before_alloc
1765704300.4631276,156.83,after_alloc
1765704300.4747903,28.83,before_alloc
1765704300.5601945,156.83,after_alloc
1765704300.5717354,28.83,before_alloc
1765704300.6562579,156.83,after_alloc
1765704300.758843,28.83,before_alloc
1765704300.8433344,156.83,after_alloc
1765704300.8581548,28.83,before_alloc
1765704300.9435005,156.83,after_alloc
1765704300.9533217,28.83,before_alloc
1765704301.038821,156.83,after_alloc
1765704301.048568,28.83,before_alloc
1765704301.1335802,156.83,after_alloc
1765704301.1434243,28.83,before_alloc
1765704301.2286596,156.83,after_alloc
1765704301.2385697,28.83,before_alloc
1765704301.3239992,156.83,after_alloc
1765704301.3754108,28.83,before_alloc
1765704301.4597712,156.83,after_alloc
1765704301.472159,28.83,before_alloc
1765704301.5583627,156.83,after_alloc
1765704301.5781374,28.83,before_alloc
1765704301.663962,156.83,after_alloc
1765704301.6837065,28.83,before_alloc
1765704301.7694395,156.83,after_alloc
1765704301.7865057,28.83,before_alloc
1765704301.8717616,156.83,after_alloc
1765704301.8945258,28.83,before_alloc
1765704301.979215,156.83,after_alloc
1765704302.0525138,28.83,before_alloc
1765704302.1363525,156.83,after_alloc
1765704302.147116,28.83,before_alloc
1765704302.2316432,156.83,after_alloc
1765704302.2949636,28.83,before_alloc
1765704302.3787956,156.84,after_alloc
1765704302.3883042,28.83,before_alloc
1765704302.472489,156.84,after_alloc
1765704302.5303907,28.83,before_alloc
1765704302.6156056,156.84,after_alloc
1765704302.666648,28.83,before_alloc
1765704302.7510767,156.84,after_alloc
1765704302.7994545,28.83,before_alloc
1765704302.8851163,156.84,after_alloc
1765704302.899664,28.83,before_alloc
1765704302.9855418,156.84,after_alloc
1765704302.9979236,28.83,before_alloc
1765704303.0827749,156.84,after_alloc
1765704303.1001942,28.83,before_alloc
1765704303.186026,156.84,after_alloc
1765704303.2041051,28.83,before_alloc
1765704303.290319,156.84,after_alloc
1765704303.3059144,28.83,before_alloc
1765704303.3922918,156.84,after_alloc
1765704303.4089704,28.83,before_alloc
1765704303.4944942,156.84,after_alloc
1765704303.505898,28.83,before_alloc
1765704303.5900085,156.84,after_alloc
1765704303.8230162,28.83,before_alloc
1765704303.9076235,156.84,after_alloc
1765704303.9169512,28.83,before_alloc
1765704304.0020566,156.84,after_alloc
1765704304.0533931,28.83,before_alloc
1765704304.1392949,156.84,after_alloc
1765704304.1501725,28.83,before_alloc
1765704304.234209,156.84,after_alloc
1765704304.3177197,28.83,before_alloc
1765704304.402565,156.84,after_alloc
1765704304.4142113,28.83,before_alloc
1765704304.4991791,156.84,after_alloc
1765704304.6099906,28.83,before_alloc
1765704304.6936874,156.84,after_alloc
1765704304.7031426,28.83,before_alloc
1765704304.7871964,156.84,after_alloc
1765704304.79682,28.83,before_alloc
1765704304.880676,156.84,after_alloc
1765704304.9176068,28.83,before_alloc
1765704305.0041213,156.84,after_alloc
1765704305.015494,28.83,before_alloc
1765704305.100628,156.84,after_alloc
1765704305.1441894,28.83,before_alloc
1765704305.2296731,156.84,after_alloc
1765704305.2434175,28.83,before_alloc
1765704305.3275192,156.84,after_alloc
1765704305.3687742,28.83,before_alloc
1765704305.4529328,156.84,after_alloc
1765704305.466629,28.83,before_alloc
1765704305.5510237,156.84,after_alloc
1765704305.5900354,28.83,before_alloc
1765704305.6736858,156.84,after_alloc
1765704305.684551,28.83,before_alloc
1765704305.768393,156.84,after_alloc
1765704305.807474,28.83,before_alloc
1765704305.8912563,156.84,after_alloc
1765704305.9013283,28.83,before_alloc
1765704305.9854622,156.84,after_alloc
1765704306.0209343,28.83,before_alloc
1765704306.1065364,156.84,after_alloc
1765704306.1162763,28.83,before_alloc
1765704306.1996741,156.84,after_alloc
1765704306.2853332,28.83,before_alloc
1765704306.3689091,156.84,after_alloc
1765704306.3785567,28.83,before_alloc
1765704306.4616957,156.84,after_alloc
1765704306.5640147,28.83,before_alloc
1765704306.6483014,156.84,after_alloc
1765704306.6985204,28.83,before_alloc
1765704306.783259,156.84,after_alloc
1765704306.897621,28.83,before_alloc
1765704306.981962,156.84,after_alloc
1765704306.9914267,28.83,before_alloc
1765704307.0751524,156.84,after_alloc
1765704307.1401398,28.84,before_alloc
1765704307.2257848,156.84,after_alloc
1765704307.705176,28.84,before_alloc
1765704307.7907858,156.84,after_alloc
1765704307.8072975,28.84,before_alloc
1765704307.8925052,156.84,after_alloc
1765704308.1195931,28.84,before_alloc
1765704308.2056966,156.84,after_alloc
1765704308.2169254,28.84,before_alloc
1765704308.3005414,156.84,after_alloc
1765704308.3449495,28.84,before_alloc
1765704308.4304318,156.85,after_alloc
1765704308.4760106,28.84,before_alloc
1765704308.561642,156.85,after_alloc
1765704308.767668,28.84,before_alloc
1765704308.8531768,156.85,after_alloc
1765704309.3122022,28.84,before_alloc
1765704309.3977528,156.85,after_alloc
1765704309.6069384,28.84,before_alloc
1765704309.692061,156.85,after_alloc
1765704309.701971,28.84,before_alloc
1765704309.7875807,156.85,after_alloc
1765704309.798952,28.84,before_alloc
1765704309.8839161,156.85,after_alloc
1765704309.8951836,28.84,before_alloc
1765704309.9805279,156.85,after_alloc
1765704310.0610838,28.84,before_alloc
1765704310.145087,156.85,after_alloc
1765704310.1546268,28.84,before_alloc
1765704310.2391267,156.85,after_alloc
1765704310.2501364,28.84,before_alloc
1765704310.3351774,156.85,after_alloc
1765704310.4306595,28.84,before_alloc
1765704310.5163255,156.85,after_alloc
1765704310.5262198,28.84,before_alloc
1765704310.610462,156.85,after_alloc
1765704310.6217313,28.84,before_alloc
1765704310.707378,156.85,after_alloc
1765704310.8107252,28.84,before_alloc
1765704310.8948805,156.85,after_alloc
1765704310.9056373,28.84,before_alloc
1765704310.9899123,156.85,after_alloc
1765704311.0386307,28.84,before_alloc
1765704311.123227,156.85,after_alloc
1765704311.1366723,28.85,before_alloc
1765704311.2213266,156.85,after_alloc
1765704311.2307334,28.85,before_alloc
1765704311.3149579,156.85,after_alloc
1765704311.3399537,28.85,before_alloc
1765704311.4239385,156.85,after_alloc
1765704311.4405658,28.85,before_alloc
1765704311.5246396,156.85,after_alloc
1765704311.5507207,28.85,before_alloc
1765704311.6363251,156.85,after_alloc
1765704311.6767476,28.85,before_alloc
1765704311.7628114,156.85,after_alloc
1765704311.7727427,28.85,before_alloc
1765704311.856636,156.85,after_alloc
1765704311.8962028,28.85,before_alloc
1765704311.9805074,156.85,after_alloc
1765704312.0197864,28.85,before_alloc
1765704312.104136,156.85,after_alloc
1765704312.1481924,28.85,before_alloc
1765704312.2341995,156.85,after_alloc
1765704312.244366,28.85,before_alloc
1765704312.3301125,156.85,after_alloc
1765704312.3669283,28.85,before_alloc
1765704312.4509668,156.85,after_alloc
1765704312.4955916,28.85,before_alloc
1765704312.5796394,156.85,after_alloc
1765704312.5954554,28.85,before_alloc
1765704312.6811297,156.85,after_alloc
1765704312.7261755,28.85,before_alloc
1765704312.8101075,156.85,after_alloc
1765704312.9187443,28.85,before_alloc
1765704313.0037909,156.85,after_alloc
1765704313.0152104,28.85,before_alloc
1765704313.100616,156.85,after_alloc
1765704313.1110103,28.85,before_alloc
1765704313.1957977,156.85,after_alloc
1765704313.4315057,28.85,before_alloc
1765704313.5170462,156.85,after_alloc
1765704313.526757,28.85,before_alloc
1765704313.6119163,156.85,after_alloc
1765704313.9782808,28.85,before_alloc
1765704314.0633173,156.85,after_alloc
1765704314.072846,28.85,before_alloc
1765704314.1580732,156.85,after_alloc
1765704314.168264,28.85,before_alloc
1765704314.2534535,156.85,after_alloc
1765704314.3470078,28.85,before_alloc
1765704314.433083,156.85,after_alloc
1765704314.443031,28.85,before_alloc
1765704314.529018,156.85,after_alloc
1765704314.6164072,28.85,before_alloc
1765704314.70178,156.85,after_alloc
1765704314.7117279,28.85,before_alloc
1765704314.7972093,156.85,after_alloc
1765704314.8071096,28.85,before_alloc
1765704314.8921695,156.85,after_alloc
1765704314.9021003,28.85,before_alloc
1765704314.9874961,156.85,after_alloc
1765704315.001412,28.85,before_alloc
1765704315.0875986,156.85,after_alloc
1765704315.140006,28.85,before_alloc
1765704315.2253108,156.85,after_alloc
1765704315.2410836,28.85,before_alloc
1765704315.3265572,156.85,after_alloc
1765704315.3790655,28.85,before_alloc
1765704315.4644244,156.85,after_alloc
1765704315.5207841,28.85,before_alloc
1765704315.606051,156.85,after_alloc
1765704315.6533902,28.85,before_alloc
1765704315.7389529,156.85,after_alloc
1765704315.7820082,28.85,before_alloc
1765704315.8684125,156.85,after_alloc
1765704315.894026,28.85,before_alloc
1765704315.9792402,156.85,after_alloc
1765704316.0294423,28.85,before_alloc
1765704316.1145818,156.85,after_alloc
1765704316.16079,28.85,before_alloc
1765704316.2470758,156.85,after_alloc
1765704316.2647326,28.85,before_alloc
1765704316.3500268,156.85,after_alloc
1765704316.404116,28.85,before_alloc
1765704316.488769,156.85,after_alloc
1765704316.507565,28.85,before_alloc
1765704316.5920584,156.85,after_alloc
1765704316.6057568,28.85,before_alloc
1765704316.6900332,156.85,after_alloc
1765704316.7080266,28.85,before_alloc
1765704316.7933035,156.85,after_alloc
1765704316.805803,28.85,before_alloc
1765704316.891528,156.85,after_alloc
1765704316.9112625,28.85,before_alloc
1765704316.9971993,156.85,after_alloc
1765704317.0109532,28.85,before_alloc
1765704317.095577,156.85,after_alloc
1765704317.1369298,28.85,before_alloc
1765704317.221381,156.85,after_alloc
1765704317.2310066,28.85,before_alloc
1765704317.3151636,156.85,after_alloc
1765704317.3553529,28.85,before_alloc
1765704317.4394085,156.85,after_alloc
1765704317.5330868,28.85,before_alloc
1765704317.617496,156.86,after_alloc
1765704317.627949,28.85,before_alloc
1765704317.7117457,156.86,after_alloc
1765704317.7738707,28.85,before_alloc
1765704317.8590147,156.86,after_alloc
1765704317.870278,28.85,before_alloc
1765704317.9554915,156.86,after_alloc
1765704317.9861658,28.85,before_alloc
1765704318.0704281,156.86,after_alloc
1765704318.08009,28.85,before_alloc
1765704318.1640337,156.86,after_alloc
1765704318.1890562,28.85,before_alloc
1765704318.2735453,156.86,after_alloc
1765704318.5083659,28.85,before_alloc
1765704318.5922832,156.86,after_alloc
1765704318.6019335,28.85,before_alloc
1765704318.6865592,156.86,after_alloc
1765704318.7599156,28.85,before_alloc
1765704318.8458123,156.86,after_alloc
1765704318.8556669,28.85,before_alloc
1765704318.9412515,156.86,after_alloc
1765704318.951274,28.85,before_alloc
1765704319.0364132,156.86,after_alloc
1765704319.141775,28.85,before_alloc
1765704319.2268112,156.86,after_alloc
1765704319.2366788,28.85,before_alloc
1765704319.3224504,156.86,after_alloc
1765704319.3645673,28.85,before_alloc
1765704319.4507034,156.86,after_alloc
1765704319.4694633,28.85,before_alloc
1765704319.5555093,156.86,after_alloc
1765704319.6048403,28.85,before_alloc
1765704319.6895745,156.86,after_alloc
1765704319.70964,28.85,before_alloc
1765704319.794741,156.86,after_alloc
1765704319.8056617,28.85,before_alloc
1765704319.8913157,156.86,after_alloc
1765704319.9019365,28.85,before_alloc
1765704319.9863784,156.86,after_alloc
1765704320.052906,28.85,before_alloc
1765704320.1377492,156.86,after_alloc
1765704320.147802,28.85,before_alloc
1765704320.2320538,156.86,after_alloc
1765704320.264958,28.85,before_alloc
1765704320.349418,156.86,after_alloc
1765704320.3709908,28.85,before_alloc
1765704320.4558883,156.86,after_alloc
1765704320.5014312,28.85,before_alloc
1765704320.5864778,156.86,after_alloc
1765704320.598192,28.85,before_alloc
1765704320.6824267,156.86,after_alloc
1765704320.7000947,28.85,before_alloc
1765704320.7845948,156.86,after_alloc
1765704320.8042774,28.85,before_alloc
1765704320.8898416,156.86,after_alloc
1765704320.9095166,28.85,before_alloc
1765704320.9951768,156.86,after_alloc
1765704321.3466237,28.85,before_alloc
1765704321.4309871,156.86,after_alloc
1765704321.4477158,28.85,before_alloc
1765704321.5329165,156.86,after_alloc
1765704321.5529275,28.85,before_alloc
1765704321.637999,156.86,after_alloc
1765704321.6852512,28.85,before_alloc
1765704321.7692657,156.86,after_alloc
1765704321.807542,28.85,before_alloc
1765704321.8914852,156.86,after_alloc
1765704321.9118397,28.85,before_alloc
1765704321.9959211,156.86,after_alloc
1765704322.0470638,28.85,before_alloc
1765704322.1311975,156.86,after_alloc
1765704322.1406646,28.85,before_alloc
1765704322.224664,156.86,after_alloc
1765704325.9068844,28.98,before_alloc
1765704325.991311,156.98,after_alloc
1765704326.000452,28.98,before_alloc
1765704326.0847273,156.98,after_alloc
1765704327.047127,28.98,before_alloc
1765704327.131577,157.02,after_alloc
1765704327.230831,29.02,before_alloc
1765704327.3151813,157.02,after_alloc
1765704327.3244274,29.02,before_alloc
1765704327.4090304,157.02,after_alloc
1765704327.4875636,29.02,before_alloc
1765704327.5724108,157.02,after_alloc
1765704327.5837588,29.02,before_alloc
1765704327.6688895,157.02,after_alloc
1765704327.794454,29.02,before_alloc
1765704327.8798754,157.02,after_alloc
1765704327.8897223,29.02,before_alloc
1765704327.9737437,157.02,after_alloc
1765704328.0238903,29.02,before_alloc
1765704328.1104686,157.02,after_alloc
1765704328.1225443,29.02,before_alloc
1765704328.2082846,157.02,after_alloc
1765704328.2241287,29.02,before_alloc
1765704328.3082106,157.02,after_alloc
1765704328.3433511,29.02,before_alloc
1765704328.4290931,157.02,after_alloc
1765704328.4407377,29.02,before_alloc
1765704328.5263433,157.02,after_alloc
1765704328.5470035,29.02,before_alloc
1765704328.6311707,157.02,after_alloc
1765704328.6764078,29.02,before_alloc
1765704328.7621853,157.02,after_alloc
1765704328.773251,29.02,before_alloc
1765704328.857682,157.02,after_alloc
1765704328.8773117,29.02,before_alloc
1765704328.9624252,157.02,after_alloc
1765704328.9743547,29.02,before_alloc
1765704329.0586765,157.02,after_alloc
1765704329.0691786,29.02,before_alloc
1765704329.1539044,157.02,after_alloc
1765704329.1643896,29.02,before_alloc
1765704329.2497683,157.02,after_alloc
1765704329.2590854,29.02,before_alloc
1765704329.3435757,157.02,after_alloc
1765704329.354384,29.02,before_alloc
1765704329.4405344,157.02,after_alloc
1765704329.4784176,29.02,before_alloc
1765704329.5646687,157.02,after_alloc
1765704329.6098015,29.02,before_alloc
1765704329.6940675,157.02,after_alloc
1765704330.1153226,29.02,before_alloc
1765704330.1997857,157.02,after_alloc
1765704330.2095797,29.02,before_alloc
1765704330.2943475,157.02,after_alloc
1765704330.303577,29.02,before_alloc
1765704330.3882892,157.02,after_alloc
1765704330.4030244,29.02,before_alloc
1765704330.488291,157.02,after_alloc
1765704330.4989038,29.02,before_alloc
1765704330.5835586,157.02,after_alloc
1765704330.672485,29.02,before_alloc
1765704330.75818,157.02,after_alloc
1765704330.7718441,29.02,before_alloc
1765704330.8577876,157.02,after_alloc
1765704330.8694332,29.02,before_alloc
1765704330.9557502,157.02,after_alloc
1765704330.9961913,29.02,before_alloc
1765704331.081164,157.02,after_alloc
1765704331.099729,29.02,before_alloc
1765704331.1850243,157.02,after_alloc
1765704331.2038012,29.02,before_alloc
1765704331.2883708,157.02,after_alloc
1765704331.3205252,29.02,before_alloc
1765704331.4049187,157.02,after_alloc
1765704331.4147594,29.02,before_alloc
1765704331.4999678,157.02,after_alloc
1765704331.7096958,29.02,before_alloc
1765704331.7939315,157.02,after_alloc
1765704331.8033273,29.02,before_alloc
1765704331.8875997,157.02,after_alloc
1765704332.0857255,29.02,before_alloc
1765704332.170877,157.02,after_alloc
1765704332.1806548,29.02,before_alloc
1765704332.2662601,157.02,after_alloc
1765704332.3540764,29.02,before_alloc
1765704332.4400842,157.02,after_alloc
1765704335.07913,29.02,before_alloc
1765704335.1650827,157.02,after_alloc
1765704335.174171,29.02,before_alloc
1765704335.258524,157.02,after_alloc
1765704335.345255,29.02,before_alloc
1765704335.429739,157.02,after_alloc
1765704335.4408824,29.02,before_alloc
1765704335.5254197,157.02,after_alloc
1765704335.535082,29.02,before_alloc
1765704335.61971,157.02,after_alloc
1765704335.6291673,29.02,before_alloc
1765704335.7135766,157.02,after_alloc
1765704335.8219335,29.02,before_alloc
1765704335.906084,157.02,after_alloc
1765704335.9165914,29.02,before_alloc
1765704336.0014205,157.02,after_alloc
